,Total Energy,Binding Energy,Ligand SASA
"('FeLip9', 'PET', 4, 3, 5, 22)",-7165.67,-19.6453,0.86791
"('FeLip9', 'PET', 4, 3, 6, 28)",-7173.74,-28.2952,0.726532
"('FeLip9', 'PET', 4, 3, 7, 30)",-7178.25,-35.3708,0.692351
"('FeLip9', 'PET', 4, 3, 8, 56)",-7173.26,-26.1983,0.697454
"('FeLip9', 'PET', 4, 3, 9, 94)",-7176.58,-31.4623,0.711428
"('FeLip9', 'PET', 4, 4, 0, 0)",-7149.13,-16.4258,0.697647
"('FeLip9', 'PET', 4, 4, 1, 1)",-7176.89,-20.506,0.762139
"('FeLip9', 'PET', 4, 4, 2, 2)",-7173.42,-17.7459,0.749735
"('FeLip9', 'PET', 4, 4, 3, 10)",-7171.78,-22.0875,0.697856
"('FeLip9', 'PET', 4, 4, 4, 11)",-7176.44,-20.8895,0.63449
"('FeLip9', 'PET', 4, 4, 5, 12)",-7183.19,-27.6068,0.608271
"('FeLip9', 'PET', 4, 4, 6, 63)",-7175.01,-24.7124,0.576652
"('FeLip9', 'PET', 4, 4, 7, 64)",-7173.59,-22.4259,0.586779
"('FeLip9', 'PET', 4, 4, 8, 66)",-7178.83,-25.7653,0.572783
"('FeLip9', 'PET', 4, 4, 9, 71)",-7177.61,-24.4941,0.590367
"('FeLip9', 'PET', 4, 4, 10, 72)",-7176.39,-21.6924,0.585901
"('FeLip9', 'PET', 4, 4, 11, 73)",-7177.13,-27.06,0.595959
"('FeLip9', 'PET', 4, 4, 12, 76)",-7176.8,-26.9686,0.654554
"('FeLip9', 'PET', 4, 4, 13, 81)",-7168.72,-19.0835,0.621065
"('FeLip9', 'PET', 4, 4, 14, 83)",-7170.42,-14.5478,0.655307
"('FeLip9', 'PET', 4, 4, 15, 84)",-7178.4,-23.4609,0.653631
"('FeLip9', 'PET', 4, 4, 16, 95)",-7177.26,-23.0306,0.653331
"('FeLip9', 'PET', 4, 4, 17, 97)",-7176.34,-18.4927,0.628551
"('FeLip9', 'PET', 4, 4, 18, 99)",-7180.79,-22.4713,0.617733
"('FeLip9', 'PET', 4, 5, 0, 0)",-7157.99,-30.4946,0.653023
"('FeLip9', 'PET', 4, 5, 1, 2)",-7180.35,-30.5937,0.647212
"('FeLip9', 'PET', 4, 5, 2, 7)",-7182.09,-30.9446,0.638234
"('FeLip9', 'PET', 4, 5, 3, 11)",-7184.86,-32.9213,0.627308
"('FeLip9', 'PET', 4, 5, 4, 28)",-7183.87,-31.2968,0.63694
"('FeLip9', 'PET', 4, 5, 5, 41)",-7181.72,-29.2323,0.62311
"('FeLip9', 'PET', 4, 5, 6, 45)",-7184.0,-33.0297,0.600412
"('FeLip9', 'PET', 4, 5, 7, 49)",-7185.89,-33.1368,0.607863
"('FeLip9', 'PET', 4, 5, 8, 52)",-7185.15,-34.4181,0.595084
"('FeLip9', 'PET', 4, 5, 9, 65)",-7184.96,-32.8969,0.599337
"('FeLip9', 'PET', 4, 5, 10, 93)",-7181.94,-30.5177,0.606371
"('FeLip9', 'PET', 4, 6, 0, 0)",-7159.42,-19.0141,0.6917
"('FeLip9', 'PET', 4, 6, 1, 1)",-7165.18,-6.65408,0.814177
"('FeLip9', 'PET', 4, 6, 2, 2)",-7170.78,-8.25234,0.858279
"('FeLip9', 'PET', 4, 6, 3, 3)",-7179.57,-15.2632,0.735963
"('FeLip9', 'PET', 4, 6, 4, 7)",-7179.79,-14.3589,0.733281
"('FeLip9', 'PET', 4, 6, 5, 9)",-7181.83,-15.4485,0.735785
"('FeLip9', 'PET', 4, 6, 6, 10)",-7180.03,-15.5036,0.718662
"('FeLip9', 'PET', 4, 6, 7, 13)",-7174.33,-7.24374,0.779592
"('FeLip9', 'PET', 4, 6, 8, 14)",-7177.11,-11.261,0.752785
"('FeLip9', 'PET', 4, 6, 9, 15)",-7178.46,-13.5859,0.727173
"('FeLip9', 'PET', 4, 6, 10, 20)",-7179.91,-13.898,0.723551
"('FeLip9', 'PET', 4, 6, 11, 21)",-7175.77,-11.3151,0.782028
"('FeLip9', 'PET', 4, 6, 12, 22)",-7177.41,-13.6008,0.735502
"('FeLip9', 'PET', 4, 6, 13, 23)",-7174.67,-14.0631,0.746017
"('FeLip9', 'PET', 4, 6, 14, 27)",-7183.84,-28.1858,0.80111
"('FeLip9', 'PET', 4, 6, 15, 45)",-7184.84,-31.903,0.772207
"('FeLip9', 'PET', 4, 6, 16, 65)",-7184.64,-30.1181,0.786588
"('FeLip9', 'PET', 4, 6, 17, 69)",-7186.16,-31.4588,0.791509
"('FeLip9', 'PET', 4, 6, 18, 96)",-7180.31,-25.3333,0.819824
"('FeLip9', 'PET', 4, 6, 19, 100)",-7183.11,-27.367,0.803752
"('FeLip9', 'PET', 4, 7, 0, 0)",-7132.03,-29.1935,0.670588
"('FeLip9', 'PET', 4, 7, 1, 2)",-7141.76,-22.8951,0.719254
"('FeLip9', 'PET', 4, 7, 2, 4)",-7142.02,-18.9257,0.773575
"('FeLip9', 'PET', 4, 7, 3, 5)",-7147.36,-18.0185,0.788045
"('FeLip9', 'PET', 4, 7, 4, 7)",-7141.55,-9.28287,0.866423
"('FeLip9', 'PET', 4, 7, 5, 8)",-7147.9,-11.4895,0.787177
"('FeLip9', 'PET', 4, 7, 6, 12)",-7152.24,-15.4925,0.745901
"('FeLip9', 'PET', 4, 7, 7, 16)",-7155.52,-20.2191,0.708441
"('FeLip9', 'PET', 4, 7, 8, 19)",-7161.97,-28.2963,0.685236
"('FeLip9', 'PET', 4, 7, 9, 30)",-7162.78,-31.1405,0.658463
"('FeLip9', 'PET', 4, 7, 10, 32)",-7166.59,-36.0717,0.635699
"('FeLip9', 'PET', 4, 7, 11, 48)",-7165.2,-37.3644,0.617104
"('FeLip9', 'PET', 4, 7, 12, 74)",-7165.45,-35.1102,0.634982
"('FeLip9', 'PET', 4, 8, 0, 0)",-7159.02,-36.9741,0.603444
"('FeLip9', 'PET', 4, 8, 1, 4)",-7186.11,-41.5455,0.618888
"('FeLip9', 'PET', 4, 8, 2, 10)",-7185.53,-35.9111,0.564154
"('FeLip9', 'PET', 4, 8, 3, 13)",-7181.22,-30.7148,0.63072
"('FeLip9', 'PET', 4, 8, 4, 69)",-7181.08,-29.6177,0.619835
"('FeLip9', 'PET', 4, 8, 5, 77)",-7182.63,-32.5065,0.612096
"('FeLip9', 'PET', 4, 8, 6, 86)",-7180.47,-30.6219,0.608709
"('FeLip9', 'PET', 4, 8, 7, 94)",-7179.26,-27.5726,0.623609
"('FeLip9', 'PET', 4, 9, 0, 0)",-7159.47,-26.9294,0.63696
"('FeLip9', 'PET', 4, 9, 1, 4)",-7176.12,-19.4073,0.713507
"('FeLip9', 'PET', 4, 9, 2, 6)",-7176.1,-20.672,0.718743
"('FeLip9', 'PET', 4, 9, 3, 7)",-7177.65,-17.6823,0.726095
"('FeLip9', 'PET', 4, 9, 4, 8)",-7178.44,-18.8612,0.73024
"('FeLip9', 'PET', 4, 9, 5, 10)",-7181.1,-21.9161,0.712234
"('FeLip9', 'PET', 4, 9, 6, 21)",-7182.7,-23.5115,0.70024
"('FeLip9', 'PET', 4, 9, 7, 22)",-7182.25,-23.791,0.702526
"('FeLip9', 'PET', 4, 9, 8, 26)",-7182.35,-26.1089,0.681931
"('FeLip9', 'PET', 4, 9, 9, 30)",-7182.67,-23.2319,0.683028
"('FeLip9', 'PET', 4, 9, 10, 32)",-7184.01,-23.1253,0.70254
"('FeLip9', 'PET', 4, 9, 11, 39)",-7184.25,-23.1465,0.679798
"('FeLip9', 'PET', 4, 9, 12, 43)",-7184.06,-24.1885,0.664139
"('FeLip9', 'PET', 4, 9, 13, 45)",-7187.84,-30.2907,0.614109
"('FeLip9', 'PET', 4, 9, 14, 47)",-7182.21,-27.0532,0.711765
"('FeLip9', 'PET', 4, 9, 15, 49)",-7182.38,-21.8988,0.635152
"('FeLip9', 'PET', 4, 9, 16, 50)",-7191.64,-29.6352,0.557052
"('FeLip9', 'PET', 4, 9, 17, 54)",-7187.89,-30.0409,0.596117
"('FeLip9', 'PET', 4, 9, 18, 55)",-7189.61,-30.91,0.597465
"('FeLip9', 'PET', 4, 9, 19, 64)",-7188.23,-29.1617,0.604457
"('FeLip9', 'PET', 4, 9, 20, 65)",-7191.77,-33.8691,0.559421
"('FeLip9', 'PET', 4, 9, 21, 67)",-7193.21,-33.9482,0.578759
"('FeLip9', 'PET', 4, 9, 22, 68)",-7186.26,-25.1693,0.568093
"('FeLip9', 'PET', 4, 9, 23, 69)",-7190.55,-29.9305,0.58696
"('FeLip9', 'PET', 4, 9, 24, 71)",-7187.7,-26.0797,0.584825
"('FeLip9', 'PET', 4, 9, 25, 73)",-7193.9,-35.4345,0.544521
"('FeLip9', 'PET', 4, 9, 26, 77)",-7191.82,-31.4874,0.572612
"('FeLip9', 'PET', 4, 9, 27, 87)",-7191.02,-32.844,0.554251
"('FeLip9', 'PET', 4, 9, 28, 88)",-7193.53,-32.4573,0.557829
"('FeLip9', 'PET', 4, 9, 29, 91)",-7183.54,-24.9874,0.605426
"('FeLip9', 'PET', 4, 9, 30, 94)",-7187.38,-30.8375,0.626557
"('FeLip9', 'PET', 4, 9, 31, 95)",-7187.33,-32.3849,0.579439
"('FeLip9', 'PET', 4, 10, 0, 0)",-7167.54,-41.0257,0.60074
"('FeLip9', 'PET', 4, 10, 1, 3)",-7167.74,-26.052,0.780255
"('FeLip9', 'PET', 4, 10, 2, 6)",-7160.1,-18.7274,0.874297
"('FeLip9', 'PET', 4, 10, 3, 7)",-7171.67,-25.6278,0.837585
"('FeLip9', 'PET', 4, 10, 4, 9)",-7175.81,-28.9232,0.816625
"('FeLip9', 'PET', 4, 10, 5, 12)",-7177.27,-33.2748,0.775803
"('FeLip9', 'PET', 4, 10, 6, 23)",-7163.94,-24.6487,0.833781
"('FeLip9', 'PET', 4, 10, 7, 26)",-7176.33,-36.4868,0.742861
"('FeLip9', 'PET', 4, 10, 8, 39)",-7177.71,-36.9308,0.757071
"('FeLip9', 'PET', 4, 11, 0, 0)",-7144.46,-32.1419,0.588332
"('FeLip9', 'PET', 4, 11, 1, 4)",-7159.85,-23.7397,0.666508
"('FeLip9', 'PET', 4, 11, 2, 8)",-7164.2,-24.2788,0.624077
"('FeLip9', 'PET', 4, 11, 3, 11)",-7161.15,-23.356,0.622976
"('FeLip9', 'PET', 4, 11, 4, 15)",-7162.46,-22.9419,0.629718
"('FeLip9', 'PET', 4, 11, 5, 17)",-7166.32,-25.6458,0.591437
"('FeLip9', 'PET', 4, 11, 6, 19)",-7171.92,-30.5867,0.545979
"('FeLip9', 'PET', 4, 11, 7, 23)",-7173.34,-32.8968,0.549208
"('FeLip9', 'PET', 4, 11, 8, 36)",-7174.99,-36.2842,0.509393
"('FeLip9', 'PET', 4, 11, 9, 37)",-7174.87,-36.8203,0.530992
"('FeLip9', 'PET', 4, 11, 10, 41)",-7169.82,-28.2052,0.633065
"('FeLip9', 'PET', 4, 11, 11, 44)",-7164.68,-24.1725,0.657654
"('FeLip9', 'PET', 4, 11, 12, 45)",-7171.02,-28.2498,0.635586
"('FeLip9', 'PET', 4, 11, 13, 51)",-7170.79,-28.8239,0.562633
"('FeLip9', 'PET', 4, 11, 14, 56)",-7176.03,-32.6375,0.57363
"('FeLip9', 'PET', 4, 11, 15, 59)",-7176.38,-31.6211,0.561229
"('FeLip9', 'PET', 4, 11, 16, 75)",-7176.07,-34.4649,0.554595
"('FeLip9', 'PET', 4, 12, 0, 0)",-7155.91,-32.3951,0.641919
"('FeLip9', 'PET', 4, 12, 1, 3)",-7161.67,-19.3496,0.75945
"('FeLip9', 'PET', 4, 12, 2, 6)",-7167.54,-19.5574,0.724056
"('FeLip9', 'PET', 4, 12, 3, 14)",-7166.38,-20.0566,0.709608
"('FeLip9', 'PET', 4, 12, 4, 26)",-7165.96,-18.3705,0.686943
"('FeLip9', 'PET', 4, 12, 5, 29)",-7168.31,-20.459,0.720378
"('FeLip9', 'PET', 4, 12, 6, 30)",-7167.41,-19.6782,0.746474
"('FeLip9', 'PET', 4, 12, 7, 31)",-7167.83,-17.6996,0.726921
"('FeLip9', 'PET', 4, 12, 8, 33)",-7164.44,-19.3443,0.737778
"('FeLip9', 'PET', 4, 12, 9, 37)",-7164.1,-17.8783,0.738728
"('FeLip9', 'PET', 4, 12, 10, 40)",-7163.16,-17.1699,0.701391
"('FeLip9', 'PET', 4, 12, 11, 47)",-7160.51,-18.4627,0.679996
"('FeLip9', 'PET', 4, 12, 12, 52)",-7161.67,-17.4369,0.733653
"('FeLip9', 'PET', 4, 12, 13, 53)",-7162.41,-16.4457,0.734975
"('FeLip9', 'PET', 4, 12, 14, 62)",-7161.3,-14.0909,0.787022
"('FeLip9', 'PET', 4, 12, 15, 64)",-7158.66,-9.81177,0.817817
"('FeLip9', 'PET', 4, 12, 16, 65)",-7164.04,-13.9974,0.761264
"('FeLip9', 'PET', 4, 12, 17, 69)",-7162.86,-13.5153,0.750875
"('FeLip9', 'PET', 4, 12, 18, 72)",-7165.55,-15.1075,0.729644
"('FeLip9', 'PET', 4, 12, 19, 73)",-7170.88,-18.1542,0.686233
"('FeLip9', 'PET', 4, 12, 20, 78)",-7176.7,-23.2392,0.631743
"('FeLip9', 'PET', 4, 12, 21, 89)",-7175.73,-23.1657,0.628784
"('FeLip9', 'PET', 4, 13, 0, 0)",-7155.51,-20.8862,0.725839
"('FeLip9', 'PET', 4, 13, 1, 1)",-7172.12,-15.7898,0.720309
"('FeLip9', 'PET', 4, 13, 2, 6)",-7174.83,-15.5812,0.755113
"('FeLip9', 'PET', 4, 13, 3, 13)",-7173.46,-15.7817,0.765252
"('FeLip9', 'PET', 4, 13, 4, 17)",-7174.12,-13.1372,0.760619
"('FeLip9', 'PET', 4, 13, 5, 18)",-7176.57,-17.9058,0.734002
"('FeLip9', 'PET', 4, 13, 6, 23)",-7182.55,-20.2967,0.742265
"('FeLip9', 'PET', 4, 13, 7, 24)",-7188.35,-26.5783,0.698747
"('FeLip9', 'PET', 4, 13, 8, 36)",-7184.64,-24.3677,0.706305
"('FeLip9', 'PET', 4, 13, 9, 42)",-7181.98,-23.4426,0.712922
"('FeLip9', 'PET', 4, 13, 10, 43)",-7177.26,-18.1425,0.72821
"('FeLip9', 'PET', 4, 13, 11, 44)",-7179.79,-19.0405,0.729891
"('FeLip9', 'PET', 4, 13, 12, 45)",-7180.58,-21.0542,0.726818
"('FeLip9', 'PET', 4, 13, 13, 49)",-7186.2,-26.3059,0.723994
"('FeLip9', 'PET', 4, 13, 14, 56)",-7186.35,-27.075,0.729415
"('FeLip9', 'PET', 4, 13, 15, 58)",-7176.6,-16.6133,0.759767
"('FeLip9', 'PET', 4, 13, 16, 61)",-7180.28,-22.9145,0.731476
"('FeLip9', 'PET', 4, 13, 17, 64)",-7186.71,-29.2882,0.68673
"('FeLip9', 'PET', 4, 13, 18, 78)",-7183.37,-27.3945,0.685548
"('FeLip9', 'PET', 4, 13, 19, 80)",-7183.13,-30.9166,0.656352
"('FeLip9', 'PET', 4, 13, 20, 83)",-7183.06,-29.9996,0.663143
"('FeLip9', 'PET', 4, 13, 21, 87)",-7179.86,-26.7246,0.698439
"('FeLip9', 'PET', 4, 13, 22, 94)",-7178.14,-25.6053,0.702242
"('FeLip9', 'PET', 4, 13, 23, 96)",-7186.28,-29.8332,0.681525
"('FeLip9', 'PET', 4, 13, 24, 98)",-7188.48,-35.1305,0.673923
"('FeLip9', 'PET', 4, 14, 0, 0)",-7155.78,-29.6481,0.635186
"('FeLip9', 'PET', 4, 14, 1, 2)",-7160.2,-18.9837,0.845293
"('FeLip9', 'PET', 4, 14, 2, 5)",-7161.08,-13.9366,0.915809
"('FeLip9', 'PET', 4, 14, 3, 6)",-7166.6,-15.4692,0.822929
"('FeLip9', 'PET', 4, 14, 4, 7)",-7169.16,-15.4235,0.775734
"('FeLip9', 'PET', 4, 14, 5, 12)",-7167.55,-14.5481,0.815217
"('FeLip9', 'PET', 4, 14, 6, 13)",-7165.46,-12.6713,0.817766
"('FeLip9', 'PET', 4, 14, 7, 15)",-7171.94,-22.7649,0.752141
"('FeLip9', 'PET', 4, 14, 8, 17)",-7170.71,-22.0919,0.723324
"('FeLip9', 'PET', 4, 14, 9, 23)",-7168.8,-19.2423,0.731605
"('FeLip9', 'PET', 4, 14, 10, 38)",-7167.14,-19.8154,0.770501
"('FeLip9', 'PET', 4, 14, 11, 44)",-7160.84,-12.1888,0.812051
"('FeLip9', 'PET', 4, 14, 12, 46)",-7166.73,-18.4202,0.72964
"('FeLip9', 'PET', 4, 14, 13, 48)",-7167.0,-16.2371,0.782736
"('FeLip9', 'PET', 4, 14, 14, 49)",-7167.42,-16.5782,0.786596
"('FeLip9', 'PET', 4, 14, 15, 50)",-7164.2,-17.3088,0.696584
"('FeLip9', 'PET', 4, 14, 16, 54)",-7170.89,-22.7792,0.666036
"('FeLip9', 'PET', 4, 14, 17, 57)",-7173.72,-24.9933,0.648614
"('FeLip9', 'PET', 4, 14, 18, 60)",-7172.13,-24.7398,0.648277
"('FeLip9', 'PET', 4, 14, 19, 67)",-7173.14,-24.8897,0.663524
"('FeLip9', 'PET', 4, 14, 20, 71)",-7175.29,-28.9893,0.640001
"('FeLip9', 'PET', 4, 14, 21, 73)",-7168.47,-21.0464,0.734564
"('FeLip9', 'PET', 4, 14, 22, 74)",-7168.15,-18.8487,0.740003
"('FeLip9', 'PET', 4, 14, 23, 75)",-7168.6,-17.3899,0.761124
"('FeLip9', 'PET', 4, 14, 24, 78)",-7171.76,-21.6494,0.742503
"('FeLip9', 'PET', 4, 14, 25, 81)",-7180.21,-32.7375,0.636585
"('FeLip9', 'PET', 4, 14, 26, 87)",-7175.75,-27.2546,0.65498
"('FeLip9', 'PET', 4, 14, 27, 97)",-7174.64,-27.7606,0.64239
"('FeLip9', 'PET', 4, 14, 28, 99)",-7179.74,-35.2664,0.614071
"('FeLip9', 'PET', 4, 15, 0, 0)",-7164.61,-37.9728,0.547737
"('FeLip9', 'PET', 4, 15, 1, 1)",-7172.87,-32.1005,0.748059
"('FeLip9', 'PET', 4, 15, 2, 2)",-7171.23,-22.7461,0.738747
"('FeLip9', 'PET', 4, 15, 3, 5)",-7180.39,-33.821,0.699589
"('FeLip9', 'PET', 4, 15, 4, 7)",-7180.15,-34.0906,0.655348
"('FeLip9', 'PET', 4, 15, 5, 10)",-7167.76,-23.0452,0.763632
"('FeLip9', 'PET', 4, 15, 6, 12)",-7168.96,-22.6838,0.769453
"('FeLip9', 'PET', 4, 15, 7, 13)",-7169.79,-23.0912,0.760447
"('FeLip9', 'PET', 4, 15, 8, 14)",-7173.29,-21.442,0.805039
"('FeLip9', 'PET', 4, 15, 9, 16)",-7171.07,-20.7859,0.810192
"('FeLip9', 'PET', 4, 15, 10, 25)",-7168.49,-17.9129,0.828449
"('FeLip9', 'PET', 4, 15, 11, 26)",-7169.12,-13.9269,0.722774
"('FeLip9', 'PET', 4, 15, 12, 31)",-7175.3,-19.8847,0.665064
"('FeLip9', 'PET', 4, 15, 13, 32)",-7175.75,-20.6518,0.656138
"('FeLip9', 'PET', 4, 15, 14, 33)",-7175.35,-18.4076,0.666532
"('FeLip9', 'PET', 4, 15, 15, 34)",-7179.39,-25.1468,0.626682
"('FeLip9', 'PET', 4, 15, 16, 35)",-7175.94,-21.6603,0.622965
"('FeLip9', 'PET', 4, 15, 17, 36)",-7179.86,-24.3079,0.563488
"('FeLip9', 'PET', 4, 15, 18, 37)",-7181.16,-31.3971,0.627813
"('FeLip9', 'PET', 4, 15, 19, 43)",-7181.05,-31.7139,0.62001
"('FeLip9', 'PET', 4, 15, 20, 62)",-7176.3,-35.4714,0.639417
"('FeLip9', 'PET', 4, 15, 21, 66)",-7176.92,-30.4911,0.660564
"('FeLip9', 'PET', 4, 15, 22, 74)",-7177.59,-29.1731,0.703616
"('FeLip9', 'PET', 4, 15, 23, 75)",-7169.24,-21.6649,0.741567
"('FeLip9', 'PET', 4, 15, 24, 78)",-7173.67,-24.8309,0.725326
"('FeLip9', 'PET', 4, 15, 25, 80)",-7176.46,-27.7892,0.706536
"('FeLip9', 'PET', 4, 15, 26, 93)",-7182.12,-36.5383,0.674415
"('FeLip9', 'PET', 4, 16, 0, 0)",-7151.95,-23.138,0.652995
"('FeLip9', 'PET', 4, 16, 1, 1)",-7182.45,-27.6624,0.63814
"('FeLip9', 'PET', 4, 16, 2, 34)",-7179.73,-26.028,0.642914
"('FeLip9', 'PET', 4, 16, 3, 37)",-7181.49,-27.8814,0.631216
"('FeLip9', 'PET', 4, 17, 0, 0)",-7168.97,-52.2495,0.522459
"('FeLip9', 'PET', 4, 17, 1, 7)",-7169.07,-23.028,0.650478
"('FeLip9', 'PET', 4, 17, 2, 16)",-7172.6,-35.3613,0.529855
"('FeLip9', 'PET', 4, 17, 3, 23)",-7180.99,-36.483,0.521669
"('FeLip9', 'PET', 4, 17, 4, 34)",-7181.52,-34.5395,0.499664
"('FeLip9', 'PET', 4, 17, 5, 40)",-7183.0,-36.2316,0.512485
"('FeLip9', 'PET', 4, 17, 6, 52)",-7188.85,-39.2425,0.507453
"('FeLip9', 'PET', 4, 17, 7, 75)",-7188.25,-44.474,0.504062
"('FeLip9', 'PET', 4, 17, 8, 94)",-7183.6,-38.8197,0.510146
"('FeLip9', 'PET', 4, 18, 0, 0)",-7142.39,-32.5456,0.630714
"('FeLip9', 'PET', 4, 18, 1, 2)",-7142.62,-11.4009,0.758713
"('FeLip9', 'PET', 4, 18, 2, 3)",-7148.9,-12.9314,0.776073
"('FeLip9', 'PET', 4, 18, 3, 8)",-7152.75,-16.8163,0.725509
"('FeLip9', 'PET', 4, 18, 4, 12)",-7159.63,-24.6476,0.701375
"('FeLip9', 'PET', 4, 18, 5, 16)",-7161.39,-26.2643,0.699354
"('FeLip9', 'PET', 4, 18, 6, 32)",-7158.09,-22.4365,0.705219
"('FeLip9', 'PET', 4, 18, 7, 33)",-7153.78,-18.684,0.719611
"('FeLip9', 'PET', 4, 18, 8, 35)",-7156.13,-21.6892,0.712897
"('FeLip9', 'PET', 4, 18, 9, 36)",-7153.81,-20.1619,0.685551
"('FeLip9', 'PET', 4, 18, 10, 39)",-7154.51,-20.9572,0.684372
"('FeLip9', 'PET', 4, 18, 11, 43)",-7153.27,-21.5904,0.661041
"('FeLip9', 'PET', 4, 18, 12, 53)",-7153.63,-24.4901,0.626711
"('FeLip9', 'PET', 4, 18, 13, 63)",-7146.74,-13.1582,0.775283
"('FeLip9', 'PET', 4, 18, 14, 65)",-7151.56,-17.3295,0.687343
"('FeLip9', 'PET', 4, 18, 15, 74)",-7153.37,-22.4395,0.655218
"('FeLip9', 'PET', 4, 18, 16, 90)",-7148.54,-13.9176,0.744771
"('FeLip9', 'PET', 4, 18, 17, 91)",-7151.08,-14.5211,0.691443
"('FeLip9', 'PET', 4, 18, 18, 92)",-7152.64,-16.0411,0.740152
"('FeLip9', 'PET', 4, 18, 19, 96)",-7159.57,-26.6713,0.679622
"('FeLip9', 'PET', 4, 18, 20, 97)",-7158.03,-22.9059,0.720676
"('FeLip9', 'PET', 4, 18, 21, 98)",-7165.34,-29.6818,0.615818
"('FeLip9', 'PET', 4, 19, 0, 0)",-7147.64,-27.597,0.609059
"('FeLip9', 'PET', 4, 19, 1, 7)",-7167.53,-21.6409,0.658256
"('FeLip9', 'PET', 4, 19, 2, 8)",-7165.82,-24.5066,0.713064
"('FeLip9', 'PET', 4, 19, 3, 11)",-7172.55,-27.561,0.69664
"('FeLip9', 'PET', 4, 19, 4, 16)",-7176.52,-31.8838,0.652181
"('FeLip9', 'PET', 4, 19, 5, 36)",-7174.81,-27.1679,0.675389
"('FeLip9', 'PET', 4, 19, 6, 43)",-7179.98,-37.5153,0.614533
"('FeLip9', 'PET', 4, 19, 7, 51)",-7179.86,-34.7911,0.637768
"('FeLip9', 'PET', 4, 19, 8, 62)",-7182.57,-37.3386,0.641702
"('FeLip9', 'PET', 4, 20, 0, 0)",-7166.9,-48.4899,0.512769
"('FeLip9', 'PET', 4, 20, 1, 2)",-7173.22,-32.7982,0.644756
"('FeLip9', 'PET', 4, 20, 2, 4)",-7182.31,-40.2468,0.580454
"('FeLip9', 'PET', 4, 20, 3, 5)",-7185.46,-42.2744,0.577918
"('FeLip9', 'PET', 4, 20, 4, 25)",-7182.55,-39.6853,0.580636
"('FeLip9', 'PET', 4, 20, 5, 36)",-7182.28,-38.9523,0.587332
"('FeLip9', 'PET', 4, 20, 6, 40)",-7185.07,-40.3788,0.604188
"('FeLip9', 'PET', 4, 20, 7, 42)",-7182.88,-38.2163,0.587715
"('FeLip9', 'PET', 4, 20, 8, 51)",-7186.64,-39.3216,0.55132
"('FeLip9', 'PET', 4, 20, 9, 52)",-7182.65,-34.7401,0.572525
"('FeLip9', 'PET', 4, 20, 10, 53)",-7187.83,-40.101,0.539211
"('FeLip9', 'PET', 4, 20, 11, 68)",-7189.85,-43.8663,0.535429
"('FeLip9', 'PET', 4, 20, 12, 73)",-7189.93,-46.6561,0.526716
"('FeLip9', 'PET', 4, 21, 0, 0)",-7156.19,-32.798,0.5799
"('FeLip9', 'PET', 4, 21, 1, 1)",-7163.07,-26.235,0.776269
"('FeLip9', 'PET', 4, 21, 2, 3)",-7169.2,-24.176,0.785509
"('FeLip9', 'PET', 4, 21, 3, 16)",-7168.9,-19.5747,0.805867
"('FeLip9', 'PET', 4, 21, 4, 22)",-7170.03,-18.578,0.786485
"('FeLip9', 'PET', 4, 21, 5, 26)",-7167.52,-22.0457,0.790726
"('FeLip9', 'PET', 4, 21, 6, 33)",-7168.04,-21.052,0.808309
"('FeLip9', 'PET', 4, 21, 7, 41)",-7173.37,-23.1701,0.775078
"('FeLip9', 'PET', 4, 21, 8, 42)",-7169.84,-17.3394,0.875609
"('FeLip9', 'PET', 4, 21, 9, 45)",-7177.08,-26.0645,0.769754
"('FeLip9', 'PET', 4, 21, 10, 60)",-7172.55,-21.7144,0.854453
"('FeLip9', 'PET', 4, 21, 11, 61)",-7174.98,-22.4337,0.794841
"('FeLip9', 'PET', 4, 21, 12, 63)",-7175.48,-24.4262,0.763491
"('FeLip9', 'PET', 4, 21, 13, 78)",-7178.84,-25.0168,0.756469
"('FeLip9', 'PET', 4, 21, 14, 94)",-7181.63,-32.4562,0.776761
"('FeLip9', 'PET', 4, 22, 0, 0)",-7147.28,-27.7224,0.640263
"('FeLip9', 'PET', 4, 22, 1, 1)",-7148.84,-6.16652,0.9817
"('FeLip9', 'PET', 4, 22, 2, 3)",-7158.01,-10.3007,0.848265
"('FeLip9', 'PET', 4, 22, 3, 5)",-7160.94,-14.9563,0.850033
"('FeLip9', 'PET', 4, 22, 4, 9)",-7163.27,-15.3615,0.865269
"('FeLip9', 'PET', 4, 22, 5, 11)",-7164.57,-18.231,0.846466
"('FeLip9', 'PET', 4, 22, 6, 12)",-7164.58,-17.0094,0.874593
"('FeLip9', 'PET', 4, 22, 7, 16)",-7169.89,-20.2284,0.809222
"('FeLip9', 'PET', 4, 22, 8, 17)",-7170.01,-22.887,0.794749
"('FeLip9', 'PET', 4, 22, 9, 19)",-7169.61,-23.2921,0.78188
"('FeLip9', 'PET', 4, 22, 10, 21)",-7167.53,-21.3889,0.788574
"('FeLip9', 'PET', 4, 22, 11, 27)",-7167.6,-19.6209,0.822865
"('FeLip9', 'PET', 4, 22, 12, 38)",-7170.72,-24.8536,0.783933
"('FeLip9', 'PET', 4, 22, 13, 59)",-7170.19,-22.9124,0.771661
"('FeLip9', 'PET', 4, 22, 14, 72)",-7172.09,-23.0362,0.767641
"('FeLip9', 'PET', 4, 22, 15, 73)",-7171.85,-23.4774,0.726436
